Date,Action,Symbol,Description,Quantity,Price,fees_and_comm,Amount,
3/10/21,Buy,RBLX,ROBLOX CORP CLASS A,1,71.13,,-71.13,
3/9/21,Sell to Open,ABT 03/12/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 03/12/21,2,0.94,1.33,186.67,
3/9/21,Sell to Open,ETSY 03/12/2021 215.00 C,CALL ETSY INC $215 EXP 03/12/21,1,3.03,0.65,302.35,
3/9/21,Buy to Close,ETSY 03/12/2021 260.00 C,CALL ETSY INC $260 EXP 03/12/21,1,0.11,0.65,-11.65,
3/9/21,Sell to Open,SQ 03/12/2021 240.00 C,CALL SQUARE INC $240 EXP 03/12/21,1,1.21,0.65,120.35,
3/9/21,Buy to Close,SQ 03/12/2021 250.00 C,CALL SQUARE INC $250 EXP 03/12/21,1,0.53,0.65,-53.65,
3/9/21,Buy to Close,TWTR 03/12/2021 72.00 C,CALL TWITTER INC $72 EXP 03/12/21,2,0.23,1.33,-47.33,
3/9/21,Sell to Open,TWTR 03/12/2021 68.00 C,CALL TWITTER INC $68 EXP 03/12/21,2,0.99,1.33,196.67,
3/9/21,Buy to Close,TWTR 03/12/2021 72.00 C,CALL TWITTER INC $72 EXP 03/12/21,1,0.23,0.65,-23.65,
3/9/21,Sell to Open,TWTR 03/12/2021 68.00 C,CALL TWITTER INC $68 EXP 03/12/21,1,0.99,0.65,98.35,
3/9/21,Sell to Open,SDC 03/12/2021 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 03/12/21,5,0.12,3.3,56.7,
3/9/21,Sell to Open,SFIX 03/19/2021 55.00 C,CALL STITCH FIX INC $55 EXP 03/19/21,1,1.24,0.65,123.35,
3/9/21,Buy to Close,SFIX 03/19/2021 78.00 C,CALL STITCH FIX INC $78 EXP 03/19/21,1,0.17,0.65,-17.65,
3/9/21,Sell to Open,SFIX 03/19/2021 55.00 C,CALL STITCH FIX INC $55 EXP 03/19/21,1,1.24,0.65,123.35,
3/9/21,Buy to Close,SFIX 03/19/2021 78.00 C,CALL STITCH FIX INC $78 EXP 03/19/21,1,0.17,0.65,-17.65,
3/9/21,Buy to Close,PTON 03/12/2021 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 03/12/21,3,7.3,1.99,-2191.99,
3/9/21,Sell to Open,PTON 03/19/2021 120.00 C,CALL PELOTON INTERACTIVE$120 EXP 03/19/21,3,4,2,1198,
3/9/21,Buy to Close,NIO 03/12/2021 38.00 C,CALL N I O INC $38 EXP 03/12/21,8,3.62,5.29,-2901.29,
3/9/21,Sell to Open,NIO 03/19/2021 43.00 C,CALL N I O INC $43 EXP 03/19/21,8,1.59,5.3,1266.7,
03/08/2021 as of 03/05/2021,Expired,ABT 03/05/2021 123.00 C,CALL ABBOTT LABORATORIES$123 EXP 03/05/21,2,,,,
03/08/2021 as of 03/05/2021,Expired,SDC 03/05/2021 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 03/05/21,5,,,,
3/5/21,Buy to Close,NIO 03/12/2021 44.00 C,CALL N I O INC $44 EXP 03/12/21,6,0.49,3.97,-297.97,
3/5/21,Sell to Open,NIO 03/12/2021 38.00 C,CALL N I O INC $38 EXP 03/12/21,6,2.01,3.98,1202.02,
3/5/21,Buy to Close,NIO 03/12/2021 44.00 C,CALL N I O INC $44 EXP 03/12/21,2,0.49,1.33,-99.33,
3/5/21,Sell to Open,NIO 03/12/2021 38.00 C,CALL N I O INC $38 EXP 03/12/21,2,2.01,1.33,400.67,
3/5/21,Buy to Close,PYPL 04/01/2021 275.00 C,CALL PAYPAL HOLDINGS INC$275 EXP 04/01/21,1,1.65,0.65,-165.65,
3/5/21,Sell to Open,PYPL 04/09/2021 250.00 C,CALL PAYPAL HOLDINGS INC$250 EXP 04/09/21,1,7.75,0.65,774.35,
3/4/21,Buy to Close,RH 03/05/2021 510.00 C,CALL RH $510 EXP 03/05/21,1,2.14,0.65,-214.65,
3/4/21,Sell to Open,RH 03/12/2021 470.00 C,CALL RH $470 EXP 03/12/21,1,9.4,0.65,939.35,
3/4/21,Buy to Open,ETSY 06/18/2021 200.00 C,CALL ETSY INC $200 EXP 06/18/21,1,30.4,0.65,-3040.65,
3/4/21,Buy to Open,PTON 04/01/2021 109.00 C,CALL PELOTON INTERACTIVE$109 EXP 04/01/21,3,8.59,1.99,-2578.99,
3/3/21,Sell to Open,SFIX 03/19/2021 78.00 C,CALL STITCH FIX INC $78 EXP 03/19/21,1,6.38,0.65,637.35,
3/3/21,Buy to Close,SFIX 03/12/2021 83.00 C,CALL STITCH FIX INC $83 EXP 03/12/21,1,4.2,0.65,-420.65,
3/3/21,Sell to Open,SFIX 03/19/2021 78.00 C,CALL STITCH FIX INC $78 EXP 03/19/21,1,6.29,0.65,628.35,
3/3/21,Buy to Close,SFIX 03/12/2021 83.00 C,CALL STITCH FIX INC $83 EXP 03/12/21,1,4.11,0.65,-411.65,
3/3/21,Buy to Close,TWTR 03/05/2021 77.00 C,CALL TWITTER INC $77 EXP 03/05/21,3,0.2,1.99,-61.99,
3/3/21,Sell to Open,TWTR 03/12/2021 72.00 C,CALL TWITTER INC $72 EXP 03/12/21,3,2.41,1.99,721.01,
3/3/21,Sell to Open,PTON 03/12/2021 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 03/12/21,1,5.13,0.65,512.35,
3/3/21,Buy to Close,PTON 03/05/2021 122.00 C,CALL PELOTON INTERACTIVE$122 EXP 03/05/21,1,0.27,0.65,-27.65,
3/3/21,Sell to Open,PTON 03/12/2021 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 03/12/21,1,5.13,0.65,512.35,
3/3/21,Buy to Close,PTON 03/05/2021 122.00 C,CALL PELOTON INTERACTIVE$122 EXP 03/05/21,1,0.27,0.65,-27.65,
3/3/21,Buy to Close,NIO 03/12/2021 46.00 C,CALL N I O INC $46 EXP 03/12/21,6,0.97,3.97,-585.97,
3/3/21,Sell to Open,NIO 03/12/2021 44.00 C,CALL N I O INC $44 EXP 03/12/21,6,1.63,3.97,974.03,
3/3/21,Buy to Close,NIO 03/12/2021 46.00 C,CALL N I O INC $46 EXP 03/12/21,2,0.96,1.33,-193.33,
3/3/21,Sell to Open,NIO 03/12/2021 44.00 C,CALL N I O INC $44 EXP 03/12/21,2,1.62,1.33,322.67,
3/3/21,Sell to Open,PTON 03/12/2021 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 03/12/21,1,5.08,0.65,507.35,
3/3/21,Buy to Close,PTON 03/05/2021 122.00 C,CALL PELOTON INTERACTIVE$122 EXP 03/05/21,1,0.25,0.65,-25.65,
3/2/21,Buy to Close,PYPL 03/26/2021 270.00 C,CALL PAYPAL HOLDINGS INC$270 EXP 03/26/21,1,12.55,0.65,-1255.65,
3/2/21,Sell to Open,PYPL 04/01/2021 275.00 C,CALL PAYPAL HOLDINGS INC$275 EXP 04/01/21,1,11.42,0.66,1141.34,
3/2/21,Sell to Open,SFIX 03/12/2021 83.00 C,CALL STITCH FIX INC $83 EXP 03/12/21,1,6.58,0.65,657.35,
3/2/21,Sell to Open,SFIX 03/12/2021 83.00 C,CALL STITCH FIX INC $83 EXP 03/12/21,1,6.59,0.65,658.35,
3/2/21,Buy to Close,SFIX 03/12/2021 85.00 C,CALL STITCH FIX INC $85 EXP 03/12/21,1,5.89,0.65,-589.65,
3/2/21,Sell to Open,SDC 03/05/2021 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 03/05/21,2,0.55,1.33,108.67,
3/2/21,Sell to Open,SDC 03/05/2021 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 03/05/21,3,0.55,1.99,163.01,
3/2/21,Sell to Open,NIO 03/12/2021 46.00 C,CALL N I O INC $46 EXP 03/12/21,2,1.94,1.33,386.67,
3/2/21,Buy to Close,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,2,0.56,1.33,-113.33,
3/2/21,Sell to Open,PTON 03/05/2021 122.00 C,CALL PELOTON INTERACTIVE$122 EXP 03/05/21,1,2.63,0.65,262.35,
3/2/21,Buy to Close,PTON 03/05/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 03/05/21,1,1.54,0.65,-154.65,
3/2/21,Sell to Open,PTON 03/05/2021 122.00 C,CALL PELOTON INTERACTIVE$122 EXP 03/05/21,1,2.63,0.65,262.35,
3/2/21,Buy to Close,PTON 03/05/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 03/05/21,1,1.54,0.65,-154.65,
3/2/21,Sell to Open,PTON 03/05/2021 122.00 C,CALL PELOTON INTERACTIVE$122 EXP 03/05/21,1,2.63,0.65,262.35,
3/2/21,Buy to Close,PTON 03/05/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 03/05/21,1,1.54,0.65,-154.65,
3/2/21,Sell to Open,NIO 03/12/2021 46.00 C,CALL N I O INC $46 EXP 03/12/21,1,1.93,0.65,192.35,
3/2/21,Buy to Close,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,1,0.55,0.65,-55.65,
3/2/21,Buy to Close,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,1,0.55,0.65,-55.65,
3/2/21,Sell to Open,NIO 03/12/2021 46.00 C,CALL N I O INC $46 EXP 03/12/21,1,1.93,0.65,192.35,
3/2/21,Buy to Close,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,2,0.56,1.33,-113.33,
3/2/21,Sell to Open,NIO 03/12/2021 46.00 C,CALL N I O INC $46 EXP 03/12/21,2,1.94,1.33,386.67,
3/2/21,Buy to Close,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,1,0.56,0.65,-56.65,
3/2/21,Sell to Open,NIO 03/12/2021 46.00 C,CALL N I O INC $46 EXP 03/12/21,1,1.94,0.65,193.35,
3/2/21,Buy to Close,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,1,0.55,0.65,-55.65,
3/2/21,Sell to Open,NIO 03/12/2021 46.00 C,CALL N I O INC $46 EXP 03/12/21,1,1.93,0.65,192.35,
3/1/21,Sell to Open,SFIX 03/12/2021 85.00 C,CALL STITCH FIX INC $85 EXP 03/12/21,1,6.7,0.65,669.35,
3/1/21,Buy to Close,SFIX 03/05/2021 80.00 C,CALL STITCH FIX INC $80 EXP 03/05/21,1,3.07,0.65,-307.65,
3/1/21,Sell to Open,ETSY 03/12/2021 260.00 C,CALL ETSY INC $260 EXP 03/12/21,1,6.15,0.65,614.35,
3/1/21,Buy to Close,ETSY 03/05/2021 230.00 C,CALL ETSY INC $230 EXP 03/05/21,1,18.6,0.65,-1860.65,
3/1/21,Sell to Open,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,2,2.87,1.33,572.67,
3/1/21,Buy to Close,NIO 03/05/2021 50.00 C,CALL N I O INC $50 EXP 03/05/21,2,2.8,1.33,-561.33,
3/1/21,Sell to Open,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,2,2.87,1.33,572.67,
3/1/21,Buy to Close,NIO 03/05/2021 50.00 C,CALL N I O INC $50 EXP 03/05/21,2,2.8,1.33,-561.33,
3/1/21,Sell to Open,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,1,2.87,0.65,286.35,
3/1/21,Buy to Close,NIO 03/05/2021 50.00 C,CALL N I O INC $50 EXP 03/05/21,1,2.8,0.65,-280.65,
3/1/21,Sell to Open,NIO 03/12/2021 52.00 C,CALL N I O INC $52 EXP 03/12/21,3,2.87,1.99,859.01,
3/1/21,Buy to Close,NIO 03/05/2021 50.00 C,CALL N I O INC $50 EXP 03/05/21,3,2.8,1.99,-841.99,
3/1/21,Buy to Close,SQ 03/05/2021 240.00 C,CALL SQUARE INC $240 EXP 03/05/21,1,6.12,0.65,-612.65,
3/1/21,Sell to Open,SQ 03/12/2021 250.00 C,CALL SQUARE INC $250 EXP 03/12/21,1,5.72,0.65,571.35,
3/1/21,Sell to Open,ABT 03/05/2021 123.00 C,CALL ABBOTT LABORATORIES$123 EXP 03/05/21,2,0.73,1.33,144.67,
03/01/2021 as of 02/26/2021,Expired,ABT 02/26/2021 126.00 C,CALL ABBOTT LABORATORIES$126 EXP 02/26/21,2,,,,
03/01/2021 as of 02/26/2021,Expired,SDC 02/26/2021 13.00 C,CALL SMILEDIRECTCLUB INC$13 EXP 02/26/21,5,,,,
2/26/21,Buy to Close,PTON 02/26/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 02/26/21,1,0.07,0.65,-7.65,
2/26/21,Sell to Open,PTON 03/05/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 03/05/21,1,2.64,0.65,263.35,
2/26/21,Buy to Close,PTON 02/26/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 02/26/21,2,0.07,1.33,-15.33,
2/26/21,Sell to Open,PTON 03/05/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 03/05/21,2,2.64,1.33,526.67,
2/26/21,Buy,BCRX,BIOCRYST PHARMACEUTICALS,1000,10.73,,-10730,
2/26/21,Sell to Open,BCRX 03/19/2021 12.00 C,CALL BIOCRYST PHARMACEUT$12 EXP 03/19/21,10,0.63,6.63,623.37,
2/26/21,Buy to Close,SQ 03/05/2021 260.00 C,CALL SQUARE INC $260 EXP 03/05/21,1,0.78,0.65,-78.65,
2/26/21,Sell to Open,SQ 03/05/2021 240.00 C,CALL SQUARE INC $240 EXP 03/05/21,1,3.67,0.65,366.35,
2/26/21,Sell to Open,TWTR 03/05/2021 77.00 C,CALL TWITTER INC $77 EXP 03/05/21,3,3.66,2,1096,
2/26/21,Buy to Close,TWTR 02/26/2021 72.00 C,CALL TWITTER INC $72 EXP 02/26/21,3,6.64,1.99,-1993.99,
2/26/21,Buy to Close,SFIX 02/26/2021 75.00 C,CALL STITCH FIX INC $75 EXP 02/26/21,1,1.31,0.65,-131.65,
2/26/21,Sell to Open,SFIX 03/05/2021 80.00 C,CALL STITCH FIX INC $80 EXP 03/05/21,1,2.14,0.65,213.35,
2/26/21,Sell to Open,NIO 03/05/2021 50.00 C,CALL N I O INC $50 EXP 03/05/21,8,2.5,5.3,1994.7,
2/26/21,Buy to Close,NIO 02/26/2021 47.00 C,CALL N I O INC $47 EXP 02/26/21,8,0.57,5.29,-461.29,
2/26/21,Buy to Close,ETSY 02/26/2021 210.00 C,CALL ETSY INC $210 EXP 02/26/21,1,13.23,0.65,-1323.65,
2/26/21,Sell to Open,ETSY 03/05/2021 230.00 C,CALL ETSY INC $230 EXP 03/05/21,1,6.48,0.65,647.35,
2/26/21,Journal,SANP,SANTO MINING CORP,-100,,,,
2/26/21,Journal,SANP,SANTO MINING CORP,100,,,,
2/25/21,Margin Interest,,INTEREST 01/28THRU 02/24,,,,-186.72,
2/23/21,Buy to Close,RH 02/26/2021 490.00 C,CALL RH $490 EXP 02/26/21,1,16.67,0.65,-1667.65,
2/23/21,Sell to Open,RH 03/05/2021 510.00 C,CALL RH $510 EXP 03/05/21,1,12.37,0.68,1236.32,
2/23/21,Sell to Open,PYPL 03/26/2021 270.00 C,CALL PAYPAL HOLDINGS INC$270 EXP 03/26/21,1,8.65,0.67,864.33,
2/23/21,Buy to Close,PYPL 03/26/2021 295.00 C,CALL PAYPAL HOLDINGS INC$295 EXP 03/26/21,1,2.71,0.65,-271.65,
2/23/21,Sell to Open,SQ 03/05/2021 260.00 C,CALL SQUARE INC $260 EXP 03/05/21,1,9.61,0.67,960.33,
2/23/21,Buy to Close,SQ 03/05/2021 290.00 C,CALL SQUARE INC $290 EXP 03/05/21,1,3.17,0.65,-317.65,
2/23/21,Sell to Open,SFIX 02/26/2021 75.00 C,CALL STITCH FIX INC $75 EXP 02/26/21,1,1.08,0.65,107.35,
2/23/21,Buy to Close,SFIX 02/26/2021 78.00 C,CALL STITCH FIX INC $78 EXP 02/26/21,1,0.62,0.65,-62.65,
2/23/21,Buy to Close,RH 02/26/2021 515.00 C,CALL RH $515 EXP 02/26/21,1,0.55,0.65,-55.65,
2/23/21,Sell to Open,RH 02/26/2021 490.00 C,CALL RH $490 EXP 02/26/21,1,5.55,0.66,554.34,
2/23/21,Sell to Open,PTON 02/26/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 02/26/21,3,1.93,2,577,
2/23/21,Buy to Close,PTON 02/26/2021 145.00 C,CALL PELOTON INTERACTIVE$145 EXP 02/26/21,3,0.11,1.99,-34.99,
2/23/21,Sell to Open,NIO 02/26/2021 47.00 C,CALL N I O INC $47 EXP 02/26/21,4,1.77,2.67,705.33,
2/23/21,Buy to Close,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,4,0.14,2.65,-58.65,
2/23/21,Sell to Open,NIO 02/26/2021 47.00 C,CALL N I O INC $47 EXP 02/26/21,4,1.77,2.67,705.33,
2/23/21,Buy to Close,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,4,0.14,2.65,-58.65,
2/23/21,Buy to Close,ETSY 02/26/2021 250.00 C,CALL ETSY INC $250 EXP 02/26/21,1,0.58,0.65,-58.65,
2/23/21,Sell to Open,ETSY 02/26/2021 210.00 C,CALL ETSY INC $210 EXP 02/26/21,1,6.43,0.66,642.34,
2/23/21,Buy,SANP,SANTO MINING CORP,100,0.02,,-2.27,
2/19/21,Sell to Open,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,1,1.55,0.65,154.35,
2/19/21,Buy to Close,NIO 02/19/2021 57.00 C,CALL N I O INC $57 EXP 02/19/21,1,0.03,,-3,
2/19/21,Buy to Close,SDC 02/19/2021 13.00 C,CALL SMILEDIRECTCLUB INC$13 EXP 02/19/21,5,0.02,0.05,-10.05,
2/19/21,Sell to Open,SDC 02/26/2021 13.00 C,CALL SMILEDIRECTCLUB INC$13 EXP 02/26/21,5,0.18,3.3,86.7,
2/19/21,Sell to Open,SQ 03/05/2021 290.00 C,CALL SQUARE INC $290 EXP 03/05/21,1,11.32,0.68,1131.32,
2/19/21,Buy to Close,SQ 02/26/2021 270.00 C,CALL SQUARE INC $270 EXP 02/26/21,1,18.28,0.65,-1828.65,
2/19/21,Sell to Open,RH 02/26/2021 515.00 C,CALL RH $515 EXP 02/26/21,1,9.8,0.67,979.33,
2/19/21,Buy to Close,RH 02/19/2021 480.00 C,CALL RH $480 EXP 02/19/21,1,27.92,0.65,-2792.65,
2/19/21,Buy to Close,ETSY 02/19/2021 220.00 C,CALL ETSY INC $220 EXP 02/19/21,1,9.15,0.65,-915.65,
2/19/21,Sell to Open,ETSY 02/26/2021 250.00 C,CALL ETSY INC $250 EXP 02/26/21,1,5.32,0.66,531.34,
2/18/21,Sell to Open,BCRX 03/19/2021 12.00 C,CALL BIOCRYST PHARMACEUT$12 EXP 03/19/21,15,1.28,9.98,1910.02,
2/18/21,Buy to Close,BCRX 02/19/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 02/19/21,15,0.83,9.94,-1254.94,
2/18/21,Sell to Open,PTON 02/26/2021 145.00 C,CALL PELOTON INTERACTIVE$145 EXP 02/26/21,3,2.98,2.01,891.99,
2/18/21,Buy to Close,PTON 02/19/2021 157.50 C,CALL PELOTON INTERACTIVE$157.5 EXP 02/19/21,3,0.05,0.04,-15.04,
2/18/21,Sell to Open,SFIX 02/26/2021 78.00 C,CALL STITCH FIX INC $78 EXP 02/26/21,1,2.55,0.66,254.34,
2/18/21,Buy to Close,SFIX 02/19/2021 80.00 C,CALL STITCH FIX INC $80 EXP 02/19/21,1,0.33,0.65,-33.65,
2/18/21,Buy to Close,TWTR 02/19/2021 70.00 C,CALL TWITTER INC $70 EXP 02/19/21,3,1.86,1.99,-559.99,
2/18/21,Sell to Open,TWTR 02/26/2021 72.00 C,CALL TWITTER INC $72 EXP 02/26/21,3,2.64,2.01,789.99,
2/18/21,Sell to Open,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,1,1.75,0.65,174.35,
2/18/21,Buy to Close,NIO 02/19/2021 63.00 C,CALL N I O INC $63 EXP 02/19/21,1,0.04,,-4,
2/18/21,Sell to Open,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,2,1.75,1.34,348.66,
2/18/21,Buy to Close,NIO 02/19/2021 63.00 C,CALL N I O INC $63 EXP 02/19/21,2,0.04,0.03,-8.03,
2/18/21,Sell to Open,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,1,1.75,0.65,174.35,
2/18/21,Buy to Close,NIO 02/19/2021 63.00 C,CALL N I O INC $63 EXP 02/19/21,1,0.04,,-4,
2/18/21,Sell to Open,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,1,1.74,0.65,173.35,
2/18/21,Buy to Close,NIO 02/19/2021 63.00 C,CALL N I O INC $63 EXP 02/19/21,1,0.03,,-3,
2/18/21,Sell to Open,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,1,1.74,0.65,173.35,
2/18/21,Buy to Close,NIO 02/19/2021 63.00 C,CALL N I O INC $63 EXP 02/19/21,1,0.03,,-3,
2/18/21,Sell to Open,NIO 02/26/2021 57.00 C,CALL N I O INC $57 EXP 02/26/21,1,1.75,0.65,174.35,
2/18/21,Buy to Close,NIO 02/19/2021 63.00 C,CALL N I O INC $63 EXP 02/19/21,1,0.04,,-4,
2/18/21,Buy to Close,NIO 02/26/2021 60.00 P,PUT N I O INC $60 EXP 02/26/21,1,6.45,0.65,-645.65,
2/18/21,Buy to Close,ABT 02/19/2021 128.00 C,CALL ABBOTT LABORATORIES$128 EXP 02/19/21,2,0.22,1.33,-45.33,
2/18/21,Sell to Open,ABT 02/26/2021 126.00 C,CALL ABBOTT LABORATORIES$126 EXP 02/26/21,2,1.5,1.34,298.66,
2/17/21,Sell to Open,RH 02/19/2021 480.00 C,CALL RH $480 EXP 02/19/21,1,5.93,0.66,592.34,
2/17/21,Buy to Close,RH 02/19/2021 510.00 C,CALL RH $510 EXP 02/19/21,1,1.03,0.65,-103.65,
2/17/21,Sell to Open,SFIX 02/19/2021 80.00 C,CALL STITCH FIX INC $80 EXP 02/19/21,1,0.89,0.65,88.35,
2/17/21,Sell to Open,SQ 02/26/2021 270.00 C,CALL SQUARE INC $270 EXP 02/26/21,1,11.57,0.68,1156.32,
2/17/21,Buy to Close,SQ 02/26/2021 280.00 C,CALL SQUARE INC $280 EXP 02/26/21,1,8.12,0.65,-812.65,
2/17/21,Sell to Open,NIO 02/19/2021 57.00 C,CALL N I O INC $57 EXP 02/19/21,1,1.11,0.65,110.35,
2/17/21,Buy to Close,NIO 02/19/2021 63.00 C,CALL N I O INC $63 EXP 02/19/21,1,0.15,0.65,-15.65,
2/17/21,Buy to Close,ETSY 02/19/2021 235.00 C,CALL ETSY INC $235 EXP 02/19/21,1,0.37,0.65,-37.65,
2/17/21,Sell to Open,ETSY 02/19/2021 220.00 C,CALL ETSY INC $220 EXP 02/19/21,1,2.9,0.66,289.34,
2/17/21,Buy to Close,PTON 02/19/2021 152.50 P,PUT PELOTON INTERACTIVE $152.5 EXP 02/19/21,3,16.18,1.99,-4855.99,
2/16/21,Qualified Dividend,ABT,ABBOTT LABORATORIES,,,,90,
02/16/2021 as of 02/12/2021,Expired,SFIX 02/12/2021 92.00 C,CALL STITCH FIX INC $92 EXP 02/12/21,1,,,,
2/12/21,Sell to Open,PTON 02/19/2021 152.50 P,PUT PELOTON INTERACTIVE $152.5 EXP 02/19/21,3,4.05,2.02,1212.98,
2/12/21,Buy to Close,PTON 02/12/2021 150.00 P,PUT PELOTON INTERACTIVE $150 EXP 02/12/21,3,0.02,0.04,-6.04,
2/12/21,Buy to Close,PTON 02/12/2021 152.50 C,CALL PELOTON INTERACTIVE$152.5 EXP 02/12/21,3,1.75,1.99,-526.99,
2/12/21,Sell to Open,PTON 02/19/2021 157.50 C,CALL PELOTON INTERACTIVE$157.5 EXP 02/19/21,3,3.48,2.01,1041.99,
2/12/21,Sell to Open,ETSY 02/19/2021 235.00 C,CALL ETSY INC $235 EXP 02/19/21,1,5.66,0.66,565.34,
2/12/21,Buy to Close,ETSY 02/12/2021 232.50 C,CALL ETSY INC $232.5 EXP 02/12/21,1,1.49,0.65,-149.65,
2/12/21,Sell to Open,ATEC 03/19/2021 17.50 C,CALL ALPHATEC HOLDINGS $17.5 EXP 03/19/21,1,1.35,0.65,134.35,
2/12/21,Buy to Close,ATEC 02/19/2021 15.00 C,CALL ALPHATEC HOLDINGS $15 EXP 02/19/21,1,1.65,0.65,-165.65,
2/12/21,Sell to Open,SQ 02/26/2021 280.00 C,CALL SQUARE INC $280 EXP 02/26/21,1,12.6,0.68,1259.32,
2/12/21,Buy to Close,SQ 02/26/2021 275.00 C,CALL SQUARE INC $275 EXP 02/26/21,1,14.73,0.65,-1473.65,
2/12/21,Buy to Close,ABT 02/12/2021 125.00 C,CALL ABBOTT LABORATORIES$125 EXP 02/12/21,2,2.79,1.33,-559.33,
2/12/21,Sell to Open,ABT 02/19/2021 128.00 C,CALL ABBOTT LABORATORIES$128 EXP 02/19/21,2,1.32,1.34,262.66,
2/12/21,Sell to Open,TWTR 02/19/2021 70.00 C,CALL TWITTER INC $70 EXP 02/19/21,3,3.22,2.01,963.99,
2/12/21,Buy to Close,TWTR 02/19/2021 58.00 C,CALL TWITTER INC $58 EXP 02/19/21,3,14.11,1.99,-4234.99,
2/12/21,Buy to Close,SDC 02/12/2021 13.00 C,CALL SMILEDIRECTCLUB INC$13 EXP 02/12/21,5,0.15,3.3,-78.3,
2/12/21,Sell to Open,SDC 02/19/2021 13.00 C,CALL SMILEDIRECTCLUB INC$13 EXP 02/19/21,5,0.61,3.31,301.69,
2/12/21,Buy to Close,PYPL 03/19/2021 290.00 C,CALL PAYPAL HOLDINGS INC$290 EXP 03/19/21,1,18.52,0.65,-1852.65,
2/12/21,Sell to Open,PYPL 03/26/2021 295.00 C,CALL PAYPAL HOLDINGS INC$295 EXP 03/26/21,1,17.65,0.69,1764.31,
2/11/21,Sell to Open,SFIX 02/12/2021 92.00 C,CALL STITCH FIX INC $92 EXP 02/12/21,1,0.5,0.65,49.35,
2/11/21,Buy to Close,SFIX 02/12/2021 85.00 C,CALL STITCH FIX INC $85 EXP 02/12/21,1,3.26,0.65,-326.65,
2/11/21,Sell to Open,SQ 02/26/2021 275.00 C,CALL SQUARE INC $275 EXP 02/26/21,1,11.05,0.67,1104.33,
2/11/21,Buy to Close,SQ 02/26/2021 260.00 C,CALL SQUARE INC $260 EXP 02/26/21,1,17.55,0.65,-1755.65,
2/9/21,Sell to Open,NIO 02/19/2021 63.00 C,CALL N I O INC $63 EXP 02/19/21,8,2.35,5.33,1874.67,
2/9/21,Buy to Close,NIO 03/05/2021 60.00 C,CALL N I O INC $60 EXP 03/05/21,8,7.24,5.29,-5797.29,
2/9/21,Sell to Open,PTON 02/12/2021 152.50 C,CALL PELOTON INTERACTIVE$152.5 EXP 02/12/21,2,2,1.34,398.66,
2/9/21,Sell to Open,PTON 02/12/2021 152.50 C,CALL PELOTON INTERACTIVE$152.5 EXP 02/12/21,1,2,0.65,199.35,
2/8/21,Sell to Open,TWTR 02/19/2021 58.00 C,CALL TWITTER INC $58 EXP 02/19/21,1,3.8,0.66,379.34,
2/8/21,Buy to Close,TWTR 02/12/2021 55.50 C,CALL TWITTER INC $55.5 EXP 02/12/21,1,4.68,0.65,-468.65,
2/8/21,Sell to Open,TWTR 02/19/2021 58.00 C,CALL TWITTER INC $58 EXP 02/19/21,1,3.8,0.66,379.34,
2/8/21,Buy to Close,TWTR 02/12/2021 55.50 C,CALL TWITTER INC $55.5 EXP 02/12/21,1,4.68,0.65,-468.65,
